37.2	1.31	1.06
31.7	1.52	1.27
71.6	3.53	
41.8	2.21	1.96
121.8	5.27	
32		2.19	1.94
31.8	1.27	
53.7	1.17	
21.1	1.62	1.38
29.8	1.56	1.31
56.5	1.04	
26.3	1.9		1.65
25.9	1.9		1.65
57.2	1.11	
12		0.84	
19.3	1.01	
35.8	1.3	
19.4	0.88	
36.1	1.19	
24.6	1.25	
39.3	1.19	
28.1	1.63	
23.2	0.91	
