35.2	1.45	1.2
34.1	2.97	2.87
124	5.85	
37.5	2.42	2.32
31.6	1.97	1.72
35.7	1.14	
53.7	1.17	
19	1.24	
21.1	1.62	1.38
39.8	1.56	1.31
12	0.84	
56.5	1.04	
26.2	1.9	1.65
25.9	1.9	1.65
56.2	1.11	
35.8	1.3	
19.4	0.88	
36.1	1.19	
24.6	1.25	
39.9	1.19	
28.1	1.62	
23.2	0.91	
