31.7	1.52	1.27
32.2	1.31	1.06
71.6	3.53	
41.8	2.21	1.96
19.3	1.01	
121.8	5.27	
50.8	1.17	
32	2.19	1.94
31.8	1.27	
21.1	1.62	1.38
39.8	1.56	1.31
56.5	1.04	
26.3	1.9	1.65
56.6	1.11	
32.9	1.3	
19.8	0.88	
44.8	1.4	
66.7	4.18	
130.5	5.39	
24.9	1.82	
18.9	1.7	
