35.5	1.45	1.2
39.1	2.97	2.87
124	5.85	
32.5	2.42	2.32
31.9	1.97	1.72
33.3	1.14	
56.1	1.17	
68.3	3.44	
39.6	1.59	1.34
16.6	0.89	
49.7	1.04	
23.7	1.9	1.65
31.4	2.01	1.76
